"sub","group","age","cond_order","condition","trialNo","ch1","rt1","st","ch2","rt2","r","transition","stay"
10,"ED",35,"BIDfirst","BID",141,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","BID",142,2,NA,2,1,NA,0,0,1
10,"ED",35,"BIDfirst","BID",143,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","BID",144,2,NA,2,1,NA,0,0,1
10,"ED",35,"BIDfirst","BID",145,2,NA,3,1,NA,1,1,1
10,"ED",35,"BIDfirst","BID",146,1,NA,2,1,NA,1,1,0
10,"ED",35,"BIDfirst","BID",147,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","BID",148,2,NA,2,1,NA,0,0,0
10,"ED",35,"BIDfirst","BID",149,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","BID",150,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",1,1,NA,3,1,NA,0,0,0
14,"ED",36,"NTfirst","BID",2,1,NA,3,1,NA,1,0,1
14,"ED",36,"NTfirst","BID",3,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",4,1,NA,3,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",5,2,NA,3,1,NA,0,1,0
14,"ED",36,"NTfirst","BID",6,2,NA,2,2,NA,0,0,1
14,"ED",36,"NTfirst","BID",7,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","BID",8,1,NA,2,1,NA,0,1,0
14,"ED",36,"NTfirst","BID",9,2,NA,3,1,NA,1,1,0
14,"ED",36,"NTfirst","BID",10,2,NA,2,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",11,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",12,1,NA,2,2,NA,1,1,0
14,"ED",36,"NTfirst","BID",13,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",14,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",15,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",16,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",17,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",18,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",19,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",20,2,NA,2,2,NA,0,0,0
14,"ED",36,"NTfirst","BID",21,1,NA,2,1,NA,1,1,0
14,"ED",36,"NTfirst","BID",22,1,NA,3,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",23,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",24,2,NA,2,1,NA,0,0,0
14,"ED",36,"NTfirst","BID",25,2,NA,2,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",26,1,NA,2,1,NA,0,1,0
14,"ED",36,"NTfirst","BID",27,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",28,2,NA,3,1,NA,0,1,0
14,"ED",36,"NTfirst","BID",29,1,NA,2,1,NA,0,1,0
14,"ED",36,"NTfirst","BID",30,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",31,2,NA,2,2,NA,0,0,0
14,"ED",36,"NTfirst","BID",32,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",33,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",34,1,NA,3,2,NA,1,0,0
14,"ED",36,"NTfirst","BID",35,1,NA,2,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",36,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",37,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",38,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",39,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",40,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",41,1,NA,3,2,NA,0,0,1
14,"ED",36,"NTfirst","BID",42,2,NA,2,1,NA,1,0,0
14,"ED",36,"NTfirst","BID",43,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","BID",44,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",45,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",46,2,NA,2,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",47,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",48,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",49,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",50,2,NA,3,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",51,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",52,2,NA,3,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",53,2,NA,2,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",54,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",55,1,NA,2,2,NA,0,1,0
14,"ED",36,"NTfirst","BID",56,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",57,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",58,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",59,1,NA,3,2,NA,0,0,1
14,"ED",36,"NTfirst","BID",60,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",61,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",62,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",63,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",64,1,NA,3,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",65,1,NA,2,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",66,2,NA,3,1,NA,0,1,0
14,"ED",36,"NTfirst","BID",67,1,NA,2,2,NA,0,1,0
14,"ED",36,"NTfirst","BID",68,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",69,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",70,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",71,1,NA,3,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",72,2,NA,3,2,NA,1,1,0
14,"ED",36,"NTfirst","BID",73,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","BID",74,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",75,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",76,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",77,1,NA,2,1,NA,1,1,0
14,"ED",36,"NTfirst","BID",78,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",79,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",80,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",81,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",82,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",83,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",84,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",85,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",86,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",87,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",88,1,NA,3,2,NA,0,0,1
14,"ED",36,"NTfirst","BID",89,1,NA,3,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",90,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",91,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",92,2,NA,2,1,NA,0,0,0
14,"ED",36,"NTfirst","BID",93,1,NA,3,1,NA,0,0,0
14,"ED",36,"NTfirst","BID",94,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",95,1,NA,3,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",96,1,NA,2,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",97,1,NA,3,2,NA,0,0,1
14,"ED",36,"NTfirst","BID",98,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",99,1,NA,2,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",100,1,NA,3,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",101,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",102,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",103,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",104,2,NA,3,1,NA,0,1,0
14,"ED",36,"NTfirst","BID",105,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","BID",106,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","BID",107,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",108,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",109,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",110,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",111,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",112,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",113,1,NA,2,1,NA,1,1,0
14,"ED",36,"NTfirst","BID",114,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",115,1,NA,3,1,NA,0,0,1
14,"ED",36,"NTfirst","BID",116,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",117,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",118,2,NA,3,1,NA,0,1,0
14,"ED",36,"NTfirst","BID",119,2,NA,2,2,NA,0,0,1
14,"ED",36,"NTfirst","BID",120,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",121,2,NA,3,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",122,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",123,2,NA,2,2,NA,1,0,1
14,"ED",36,"NTfirst","BID",124,2,NA,3,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",125,2,NA,3,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",126,2,NA,3,1,NA,1,1,1
14,"ED",36,"NTfirst","BID",127,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",128,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","BID",129,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","BID",130,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",131,2,NA,2,2,NA,0,0,1
14,"ED",36,"NTfirst","BID",132,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","BID",133,1,NA,3,2,NA,1,0,0
14,"ED",36,"NTfirst","BID",134,1,NA,2,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",135,1,NA,3,2,NA,0,0,1
14,"ED",36,"NTfirst","BID",136,2,NA,2,2,NA,1,0,0
14,"ED",36,"NTfirst","BID",137,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",138,1,NA,2,1,NA,0,1,0
14,"ED",36,"NTfirst","BID",139,2,NA,2,2,NA,1,0,0
14,"ED",36,"NTfirst","BID",140,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",141,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",142,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",143,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",144,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",145,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","BID",146,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",147,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",148,1,NA,2,2,NA,1,1,0
14,"ED",36,"NTfirst","BID",149,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","BID",150,1,NA,2,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",1,1,NA,2,1,NA,0,1,0
15,"ED",27,"NTfirst","BID",2,1,NA,2,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",3,1,NA,2,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",4,1,NA,2,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",5,1,NA,3,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",6,2,NA,3,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",7,2,NA,2,1,NA,1,0,1
15,"ED",27,"NTfirst","BID",8,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",9,1,NA,2,1,NA,0,1,0
15,"ED",27,"NTfirst","BID",10,2,NA,3,1,NA,0,1,0
15,"ED",27,"NTfirst","BID",11,1,NA,2,1,NA,1,1,0
15,"ED",27,"NTfirst","BID",12,1,NA,3,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",13,2,NA,3,2,NA,1,1,0
15,"ED",27,"NTfirst","BID",14,2,NA,2,2,NA,0,0,1
15,"ED",27,"NTfirst","BID",15,1,NA,2,1,NA,1,1,0
15,"ED",27,"NTfirst","BID",16,1,NA,2,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",17,2,NA,3,1,NA,0,1,0
15,"ED",27,"NTfirst","BID",18,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",19,2,NA,3,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",20,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",21,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",22,2,NA,2,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",23,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",24,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",25,1,NA,3,1,NA,0,0,0
15,"ED",27,"NTfirst","BID",26,1,NA,3,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",27,1,NA,2,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",28,1,NA,3,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",29,2,NA,2,2,NA,1,0,0
15,"ED",27,"NTfirst","BID",30,1,NA,2,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",31,1,NA,2,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",32,2,NA,3,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",33,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",34,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",35,2,NA,2,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",36,1,NA,2,1,NA,0,1,0
15,"ED",27,"NTfirst","BID",37,1,NA,2,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",38,1,NA,2,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",39,2,NA,2,2,NA,1,0,0
15,"ED",27,"NTfirst","BID",40,2,NA,3,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",41,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",42,1,NA,2,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",43,1,NA,3,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",44,1,NA,2,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",45,2,NA,3,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",46,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",47,2,NA,2,1,NA,1,0,1
15,"ED",27,"NTfirst","BID",48,1,NA,3,2,NA,1,0,0
15,"ED",27,"NTfirst","BID",49,2,NA,2,2,NA,1,0,0
15,"ED",27,"NTfirst","BID",50,2,NA,3,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",51,2,NA,2,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",52,2,NA,3,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",53,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",54,1,NA,2,2,NA,1,1,0
15,"ED",27,"NTfirst","BID",55,1,NA,2,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",56,1,NA,3,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",57,2,NA,3,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",58,1,NA,2,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",59,2,NA,3,1,NA,1,1,0
15,"ED",27,"NTfirst","BID",60,2,NA,3,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",61,2,NA,3,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",62,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",63,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",64,2,NA,2,1,NA,1,0,1
15,"ED",27,"NTfirst","BID",65,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",66,1,NA,2,1,NA,1,1,0
15,"ED",27,"NTfirst","BID",67,1,NA,3,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",68,2,NA,3,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",69,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",70,2,NA,2,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",71,2,NA,2,1,NA,1,0,1
15,"ED",27,"NTfirst","BID",72,2,NA,3,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",73,1,NA,2,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",74,2,NA,2,1,NA,0,0,0
15,"ED",27,"NTfirst","BID",75,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",76,1,NA,2,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",77,1,NA,3,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",78,1,NA,2,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",79,1,NA,2,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",80,1,NA,3,1,NA,1,0,1
15,"ED",27,"NTfirst","BID",81,1,NA,2,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",82,2,NA,2,2,NA,1,0,0
15,"ED",27,"NTfirst","BID",83,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",84,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",85,2,NA,2,2,NA,0,0,1
15,"ED",27,"NTfirst","BID",86,1,NA,3,2,NA,0,0,0
15,"ED",27,"NTfirst","BID",87,1,NA,2,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",88,1,NA,2,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",89,1,NA,2,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",90,1,NA,3,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",91,1,NA,2,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",92,1,NA,3,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",93,2,NA,2,2,NA,0,0,0
15,"ED",27,"NTfirst","BID",94,1,NA,2,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",95,2,NA,2,1,NA,1,0,0
15,"ED",27,"NTfirst","BID",96,2,NA,3,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",97,1,NA,2,1,NA,1,1,0
15,"ED",27,"NTfirst","BID",98,1,NA,3,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",99,1,NA,2,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",100,1,NA,2,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",101,1,NA,3,2,NA,0,0,1
15,"ED",27,"NTfirst","BID",102,1,NA,3,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",103,2,NA,3,1,NA,1,1,0
15,"ED",27,"NTfirst","BID",104,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",105,1,NA,3,1,NA,0,0,0
15,"ED",27,"NTfirst","BID",106,2,NA,3,2,NA,1,1,0
15,"ED",27,"NTfirst","BID",107,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",108,1,NA,3,1,NA,1,0,0
15,"ED",27,"NTfirst","BID",109,2,NA,2,2,NA,1,0,0
15,"ED",27,"NTfirst","BID",110,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",111,2,NA,2,1,NA,0,0,1
15,"ED",27,"NTfirst","BID",112,2,NA,3,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",113,2,NA,2,2,NA,0,0,1
15,"ED",27,"NTfirst","BID",114,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",115,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",116,1,NA,2,1,NA,1,1,0
15,"ED",27,"NTfirst","BID",117,1,NA,3,2,NA,0,0,1
15,"ED",27,"NTfirst","BID",118,1,NA,2,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",119,1,NA,2,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",120,2,NA,3,1,NA,0,1,0
15,"ED",27,"NTfirst","BID",121,1,NA,2,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",122,1,NA,2,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",123,2,NA,3,2,NA,1,1,0
15,"ED",27,"NTfirst","BID",124,1,NA,3,1,NA,0,0,0
15,"ED",27,"NTfirst","BID",125,1,NA,3,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",126,1,NA,2,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",127,2,NA,2,1,NA,1,0,0
15,"ED",27,"NTfirst","BID",128,1,NA,2,1,NA,0,1,0
15,"ED",27,"NTfirst","BID",129,1,NA,2,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",130,1,NA,2,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",131,1,NA,2,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",132,2,NA,3,1,NA,1,1,0
15,"ED",27,"NTfirst","BID",133,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",134,2,NA,3,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",135,1,NA,2,2,NA,1,1,0
15,"ED",27,"NTfirst","BID",136,2,NA,2,1,NA,1,0,0
15,"ED",27,"NTfirst","BID",137,2,NA,2,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",138,2,NA,2,2,NA,0,0,1
15,"ED",27,"NTfirst","BID",139,1,NA,3,1,NA,0,0,0
15,"ED",27,"NTfirst","BID",140,2,NA,3,1,NA,1,1,0
15,"ED",27,"NTfirst","BID",141,2,NA,3,1,NA,0,1,1
15,"ED",27,"NTfirst","BID",142,2,NA,3,2,NA,1,1,1
15,"ED",27,"NTfirst","BID",143,1,NA,2,1,NA,0,1,0
15,"ED",27,"NTfirst","BID",144,1,NA,2,1,NA,1,1,1
15,"ED",27,"NTfirst","BID",145,1,NA,3,1,NA,1,0,1
15,"ED",27,"NTfirst","BID",146,1,NA,2,2,NA,0,1,1
15,"ED",27,"NTfirst","BID",147,2,NA,3,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",148,1,NA,2,2,NA,0,1,0
15,"ED",27,"NTfirst","BID",149,1,NA,3,2,NA,1,0,1
15,"ED",27,"NTfirst","BID",150,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",1,2,NA,2,1,NA,1,0,0
16,"ED",33,"BIDfirst","BID",2,2,NA,2,1,NA,0,0,1
16,"ED",33,"BIDfirst","BID",3,1,NA,2,1,NA,1,1,0
16,"ED",33,"BIDfirst","BID",4,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",5,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",6,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",7,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",8,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",9,1,NA,3,2,NA,1,0,1
16,"ED",33,"BIDfirst","BID",10,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",11,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",12,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",13,1,NA,3,2,NA,1,0,1
16,"ED",33,"BIDfirst","BID",14,1,NA,3,2,NA,1,0,1
16,"ED",33,"BIDfirst","BID",15,1,NA,2,2,NA,0,1,1
16,"ED",33,"BIDfirst","BID",16,1,NA,2,2,NA,0,1,1
16,"ED",33,"BIDfirst","BID",17,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",18,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",19,1,NA,3,2,NA,1,0,1
16,"ED",33,"BIDfirst","BID",20,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",21,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",22,1,NA,3,1,NA,0,0,1
16,"ED",33,"BIDfirst","BID",23,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",24,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",25,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",26,1,NA,2,2,NA,1,1,1
16,"ED",33,"BIDfirst","BID",27,1,NA,2,2,NA,0,1,1
16,"ED",33,"BIDfirst","BID",28,1,NA,2,2,NA,0,1,1
16,"ED",33,"BIDfirst","BID",29,1,NA,2,2,NA,0,1,1
16,"ED",33,"BIDfirst","BID",30,1,NA,3,2,NA,1,0,1
16,"ED",33,"BIDfirst","BID",31,1,NA,2,2,NA,0,1,1
16,"ED",33,"BIDfirst","BID",32,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",33,1,NA,2,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",34,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",35,1,NA,2,2,NA,0,1,1
16,"ED",33,"BIDfirst","BID",36,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",37,1,NA,2,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",38,2,NA,3,2,NA,0,1,0
16,"ED",33,"BIDfirst","BID",39,2,NA,3,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",40,2,NA,3,2,NA,1,1,1
16,"ED",33,"BIDfirst","BID",41,2,NA,3,2,NA,0,1,1
16,"ED",33,"BIDfirst","BID",42,2,NA,2,2,NA,0,0,1
16,"ED",33,"BIDfirst","BID",43,2,NA,3,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",44,2,NA,2,1,NA,0,0,1
16,"ED",33,"BIDfirst","BID",45,2,NA,2,1,NA,0,0,1
16,"ED",33,"BIDfirst","BID",46,2,NA,3,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",47,2,NA,3,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",48,2,NA,3,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",49,2,NA,3,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",50,2,NA,3,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",51,2,NA,2,1,NA,0,0,1
16,"ED",33,"BIDfirst","BID",52,2,NA,3,1,NA,1,1,1
16,"ED",33,"BIDfirst","BID",53,2,NA,2,2,NA,0,0,1
16,"ED",33,"BIDfirst","BID",54,2,NA,3,1,NA,0,1,1
16,"ED",33,"BIDfirst","BID",55,2,NA,3,1,NA,1,1,1
